state,demand_no,demand_name,source_pdf,source_section,source_page,level,section,sector,sub_sector,major_head_code,major_head_name,sub_major_head_code,minor_head_code,minor_head_name,sub_head_code,sub_head_name,detailed_head_code,detailed_head_name,object_head_code,object_head_name,full_code,voted_actuals_2024_25,charged_actuals_2024_25,total_actuals_2024_25,voted_be_2025_26,charged_be_2025_26,total_be_2025_26,voted_re_2025_26,charged_re_2025_26,total_re_2025_26,voted_be_2026_27,charged_be_2026_27,total_be_2026_27,financial_year
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,5,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,01,Direction,00,,94,Water Charges,2401.00.001.01.00.94,204,0,204,300.0,0.0,300.0,300.0,0.0,300.0,300.0,0.0,300.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,6,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,15,"Management of Kisan Vikas Chamber, Mohali",99,No detailed head,13,Office Expenses,2401.00.001.15.99.13,50,0,50,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,6,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,15,"Management of Kisan Vikas Chamber, Mohali",99,No detailed head,27,Minor Works,2401.00.001.15.99.27,0,0,0,100.0,0.0,100.0,50.0,0.0,50.0,50.0,0.0,50.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,6,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,15,"Management of Kisan Vikas Chamber, Mohali",99,No detailed head,28,Professional Services,2401.00.001.15.99.28,1125,0,1125,1200.0,0.0,1200.0,700.0,0.0,700.0,735.0,0.0,735.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,6,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,15,"Management of Kisan Vikas Chamber, Mohali",99,No detailed head,93,Electricity Charges,2401.00.001.15.99.93,2470,0,2470,2000.0,0.0,2000.0,2200.0,0.0,2200.0,2200.0,0.0,2200.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,6,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,15,"Management of Kisan Vikas Chamber, Mohali",99,No detailed head,94,Water Charges,2401.00.001.15.99.94,0,0,0,150.0,0.0,150.0,50.0,0.0,50.0,150.0,0.0,150.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,6,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,98,Computerization in State,01,Purchase of Computer Related Hardware,13,Office Expenses,2401.00.001.98.01.13,908,0,908,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,6,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,001,Direction and Administration,98,Computerization in State,03,Computer Stationery and Consumable Items,13,Office Expenses,2401.00.001.98.03.13,500,0,500,600.0,0.0,600.0,500.0,0.0,500.0,600.0,0.0,600.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,7,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,08,Centrally Sponsored Scheme for Crop Diversification/Adjustment Programme,99,No Detail Head,09,Repair and Maintenance of Staff Cars,2401.00.102.08.99.09,0,0,0,2000.0,0.0,2000.0,0.0,0.0,0.0,2000.0,0.0,2000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,7,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,08,Centrally Sponsored Scheme for Crop Diversification/Adjustment Programme,99,No Detail Head,10,P.O.L of Office Vehicles,2401.00.102.08.99.10,0,0,0,2000.0,0.0,2000.0,0.0,0.0,0.0,2000.0,0.0,2000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,7,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,08,Centrally Sponsored Scheme for Crop Diversification/Adjustment Programme,99,No Detail Head,16,Publications,2401.00.102.08.99.16,0,0,0,1680.0,0.0,1680.0,0.0,0.0,0.0,1360.0,0.0,1360.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,7,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,08,Centrally Sponsored Scheme for Crop Diversification/Adjustment Programme,99,No Detail Head,17,Hospitality and Entertainment,2401.00.102.08.99.17,0,0,0,1680.0,0.0,1680.0,0.0,0.0,0.0,1360.0,0.0,1360.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,7,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,08,Centrally Sponsored Scheme for Crop Diversification/Adjustment Programme,99,No Detail Head,18,"Conferences, Seminars, Workshops, Tours etc.",2401.00.102.08.99.18,0,0,0,1680.0,0.0,1680.0,200.0,0.0,200.0,1360.0,0.0,1360.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,7,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,08,Centrally Sponsored Scheme for Crop Diversification/Adjustment Programme,99,No Detail Head,33,Subsidies,2401.00.102.08.99.33,8555,0,8555,830960.0,0.0,830960.0,634967.0,0.0,634967.0,671920.0,0.0,671920.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,8,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,10,Food and Nutrition Security (Krishionnati Yojana),00,,36,Grant-in-Aid General (Non-Salary),2401.00.102.10.00.36,6517,0,6517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,8,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,01,Agriculture Extension,31,Grant-in-Aid General (Salary),2401.00.102.11.01.31,0,0,0,284000.0,0.0,284000.0,113389.0,0.0,113389.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,8,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,01,Agriculture Extension,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.01.36,0,0,0,71000.0,0.0,71000.0,170081.0,0.0,170081.0,340000.0,0.0,340000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,8,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,02,Food and Nutrition Security,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.02.36,0,0,0,52500.0,0.0,52500.0,34020.0,0.0,34020.0,40836.0,0.0,40836.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,8,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,03,National Horticulture Mission,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.03.36,0,0,0,497000.0,0.0,497000.0,497000.0,0.0,497000.0,584800.0,0.0,584800.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,9,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,04,National Mission on Edible Oil-Oilseeds,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.04.36,0,0,0,28875.0,0.0,28875.0,61248.0,0.0,61248.0,68060.0,0.0,68060.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,9,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,05,Digital Agriculture,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.05.36,0,0,0,60000.0,0.0,60000.0,129595.0,0.0,129595.0,188432.0,0.0,188432.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,9,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,06,Sub-Mission on Seed and Planting Material-Seed Village Programme,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.06.36,0,0,0,113400.0,0.0,113400.0,234360.0,0.0,234360.0,151200.0,0.0,151200.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,9,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,07,Purchase of Breeder Seeds,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.07.36,0,0,0,0.0,0.0,0.0,75085.0,0.0,75085.0,1.0,0.0,1.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,10,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,08,Mission for Aathanirbharta in Pulses,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.08.36,0,0,0,0.0,0.0,0.0,10208.0,0.0,10208.0,20413.0,0.0,20413.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,10,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,10,Strengthening of Seed Quality Control Components (100% GoI) under NFSNM: Seed Components,31,Grant-in-Aid General (Salary),2401.00.102.11.10.31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,30000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,10,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,10,Strengthening of Seed Quality Control Components (100% GoI) under NFSNM: Seed Components,35,Grant-in-Aid for creation of capital assets,2401.00.102.11.10.35,0,0,0,0.0,0.0,0.0,18000.0,0.0,18000.0,50000.0,0.0,50000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,10,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,11,Krishiyonnati Yojana Scheme,10,Strengthening of Seed Quality Control Components (100% GoI) under NFSNM: Seed Components,36,Grant-in-Aid General (Non-Salary),2401.00.102.11.10.36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,6000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,11,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,12,Promotion of Kharif Maize,01,Promotion of Kharif Maize-Pilot in 3 blocks of Paddy diversification into maize,30,Other Contractual Services,2401.00.102.12.01.30,0,0,0,0.0,0.0,0.0,5900.0,0.0,5900.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,11,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,12,Promotion of Kharif Maize,01,Promotion of Kharif Maize-Pilot in 3 blocks of Paddy diversification into maize,33,Subsidies,2401.00.102.12.01.33,0,0,0,126000.0,0.0,126000.0,36100.0,0.0,36100.0,126000.0,0.0,126000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,11,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,13,National Mission on Natural Farming,99,No Detailed Head,36,Grant-in-Aid General (Non-Salary),2401.00.102.13.99.36,0,0,0,0.0,0.0,0.0,26954.0,0.0,26954.0,59295.0,0.0,59295.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,11,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,14,Incentivizing Direct Seeding of Rice,99,No Detailed Head,13,Office Expenses,2401.00.102.14.99.13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,12,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,102,Food Grain Crops,14,Incentivizing Direct Seeding of Rice,99,No Detailed Head,33,Subsidies,2401.00.102.14.99.33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,335000.0,0.0,335000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,12,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,103,Seeds,05,SETTING UP/STRENGTHENING OF SEED TESTING LABORATORY,99,No detailed head,13,Office Expenses,2401.00.103.05.99.13,0,0,0,1200.0,0.0,1200.0,1200.0,0.0,1200.0,1200.0,0.0,1200.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,12,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,103,Seeds,05,SETTING UP/STRENGTHENING OF SEED TESTING LABORATORY,99,No detailed head,21,Supplies And Materials,2401.00.103.05.99.21,0,0,0,2200.0,0.0,2200.0,2200.0,0.0,2200.0,2200.0,0.0,2200.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,13,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,103,Seeds,16,CS(AGR)-31 National Mission on Agriculture Extension and Technology,01,Seed Village Programme (Punjab Seed Corporation),36,Grant-in-Aid General (Non-Salary),2401.00.103.16.01.36,8640,0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,13,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,104,Agricultural Farms,02,Scheme for Power Subsidy to Farmers,99,No detailed head,33,Subsidies,2401.00.104.02.99.33,67328600,0,67328600,79938900.0,0.0,79938900.0,74178880.0,0.0,74178880.0,61720000.0,0.0,61720000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,14,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,104,Agricultural Farms,03,Save Water Earn Money Scheme of Direct Benefit Transfer for Electricity to Agriculture Consumers.,99,No detailed head,33,Subsidies,2401.00.104.03.99.33,0,0,0,100000.0,0.0,100000.0,130000.0,0.0,130000.0,100000.0,0.0,100000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,14,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,104,Agricultural Farms,04,Crop Diversification through Agroforestry and Forage Cultivation.,99,No Detailed Head,18,"Conferences, Seminars, Workshops, Tours etc.",2401.00.104.04.99.18,0,0,0,20200.0,0.0,20200.0,5000.0,0.0,5000.0,19000.0,0.0,19000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,14,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,104,Agricultural Farms,04,Crop Diversification through Agroforestry and Forage Cultivation.,99,No Detailed Head,33,Subsidies,2401.00.104.04.99.33,0,0,0,21000.0,0.0,21000.0,5000.0,0.0,5000.0,21000.0,0.0,21000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,15,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,15,National Mission for Sustainable Agriculture (Soil Health Management) (EY-ongoing),04,Strengthening of Existing State Soil Testing labs -,21,Supplies And Materials,2401.00.105.15.04.21,0,0,0,5880.0,0.0,5880.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,15,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,15,National Mission for Sustainable Agriculture (Soil Health Management) (EY-ongoing),08,Soil Health Card Scheme,13,Office Expenses,2401.00.105.15.08.13,0,0,0,1092.0,0.0,1092.0,2000.0,0.0,2000.0,1020.0,0.0,1020.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,15,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,15,National Mission for Sustainable Agriculture (Soil Health Management) (EY-ongoing),08,Soil Health Card Scheme,21,Supplies And Materials,2401.00.105.15.08.21,3282,0,3282,74508.0,0.0,74508.0,48650.0,0.0,48650.0,40800.0,0.0,40800.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,15,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,15,National Mission for Sustainable Agriculture (Soil Health Management) (EY-ongoing),08,Soil Health Card Scheme,50,Other Charges,2401.00.105.15.08.50,0,0,0,1260.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,15,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,15,National Mission for Sustainable Agriculture (Soil Health Management) (EY-ongoing),09,Soil Testing Projects at Village Level- Setting up of Village level Soil Testing Labs,33,Subsidies,2401.00.105.15.09.33,0,0,0,4200.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,16,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,15,National Mission for Sustainable Agriculture (Soil Health Management) (EY-ongoing),10,"Setting up of Bio Fertilizer, Organic Fertilizer Quality Control Unit.",21,Supplies And Materials,2401.00.105.15.10.21,0,0,0,1680.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,16,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,15,National Mission for Sustainable Agriculture (Soil Health Management) (EY-ongoing),12,Setting/Upgrading of State Fertilizer Quality Control Laboratories,21,Supplies And Materials,2401.00.105.15.12.21,0,0,0,1176.0,0.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,17,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,105,Manures and Fertilizers,17,CS (AGR)-28 Parampragat Krishi Vikas Yojana,99,No detailed head,36,Grant-in-Aid General (Non-Salary),2401.00.105.17.99.36,24585,0,24585,53550.0,0.0,53550.0,46368.0,0.0,46368.0,43452.0,0.0,43452.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,17,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,10,Agriculture Extension.(Krishonati Yojana),00,,36,Grant-in-Aid General (Non-Salary),2401.00.109.10.00.36,187753,0,187753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,18,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,14,AGR-06 Rashtriya Krishi Vikas Yojana (including K3P),99,No detailed head,36,Grant-in-Aid General (Non-Salary),2401.00.109.14.99.36,321877,0,321877,840000.0,0.0,840000.0,1230800.0,0.0,1230800.0,680000.0,0.0,680000.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,18,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,16,Assistance to Punjab Remote Sensing Center Ludhiana,99,No detailed head,31,Grant-in-Aid General (Salary),2401.00.109.16.99.31,44021,0,44021,52500.0,0.0,52500.0,52500.0,0.0,52500.0,51339.0,0.0,51339.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,18,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,17,"Assistance to Khalsa College, Amritsar",99,No detailed head,31,Grant-in-Aid General (Salary),2401.00.109.17.99.31,0,0,0,1997.0,0.0,1997.0,1997.0,0.0,1997.0,1997.0,0.0,1997.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,18,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,17,"Assistance to Khalsa College, Amritsar",99,No detailed head,36,Grant-in-Aid General (Non-Salary),2401.00.109.17.99.36,0,0,0,100.0,0.0,100.0,1.0,0.0,1.0,100.0,0.0,100.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,19,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,18,Digital Agriculture (Krishionnati Yojana),99,No detailed head,36,Grant-in-Aid General (Non-Salary),2401.00.109.18.99.36,42280,0,42280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,19,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,21,Intervention in Agriculture for Resource Conservation and Crop Diversification,99,No detailed head,26,Advertising And Publicity,2401.00.109.21.99.26,0,0,0,800.0,0.0,800.0,840.0,0.0,840.0,1680.0,0.0,1680.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,19,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,21,Intervention in Agriculture for Resource Conservation and Crop Diversification,99,No detailed head,28,Professional Services,2401.00.109.21.99.28,0,0,0,47500.0,0.0,47500.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,19,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,109,Extension and Farmers Training,21,Intervention in Agriculture for Resource Conservation and Crop Diversification,99,No detailed head,33,Subsidies,2401.00.109.21.99.33,0,0,0,85300.0,0.0,85300.0,83160.0,0.0,83160.0,82320.0,0.0,82320.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,20,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,111,Agricultural Economics and Statistics,07,CS (AGR)-30 Rationalisation Of Irrigation Statistics (100%),00,,01,Salaries,2401.00.111.07.00.01,2900,0,2900,2800.0,0.0,2800.0,2077.0,0.0,2077.0,4400.0,0.0,4400.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,20,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,111,Agricultural Economics and Statistics,07,CS (AGR)-30 Rationalisation Of Irrigation Statistics (100%),00,,11,Domestic Travel Expenses,2401.00.111.07.00.11,50,0,50,50.0,0.0,50.0,5.0,0.0,5.0,50.0,0.0,50.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,20,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,111,Agricultural Economics and Statistics,07,CS (AGR)-30 Rationalisation Of Irrigation Statistics (100%),00,,13,Office Expenses,2401.00.111.07.00.13,50,0,50,250.0,0.0,250.0,5.0,0.0,5.0,50.0,0.0,50.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,20,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,111,Agricultural Economics and Statistics,11,Minor irrigation and water body census scheme,99,No Detailed Head,01,Salaries,2401.00.111.11.99.01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36300.0,0.0,36300.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,20,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,111,Agricultural Economics and Statistics,11,Minor irrigation and water body census scheme,99,No Detailed Head,11,Domestic Travel Expenses,2401.00.111.11.99.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,20,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,111,Agricultural Economics and Statistics,11,Minor irrigation and water body census scheme,99,No Detailed Head,13,Office Expenses,2401.00.111.11.99.13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0,2026-27
Punjab,1,Agriculture,D01_Agriculture_main.pdf,MAIN,21,OH_DETAIL,Revenue,(C) Economic Services,(a) Agriculture and Allied Activities,2401,Crop Husbandry,00,112,Development of Pulses,01,Promotion of Pulses in Punjab,99,No detailed head,36,Grant-in-Aid General (Non-Salary),2401.00.112.01.99.36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,2026-27
