section,ministry,demand_no,major_head,major_head_name,sub_major,sub_major_head_name,minor_head,minor_head_name,sub_head,detailed_head,unique_state_code,sub_head_name,detailed_head_name,unique_state_code_name,object_head,object_head_name,actuals_2024_25,be_2025_26,re_2025_26,be_2026_27,full_code,financial_year,source_pdf,source_page,charged,major_head_name_hi,sub_major_head_name_hi,minor_head_name_hi,object_head_name_hi,recovery_flag,gap_flag,gap_reason
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,05,00,0000,स्वर्ण जयन्ती ग्राम स्वरोजगार योजना हेतु टॉपअप की व्यवस्था (जिला योजना),,,42,Other Expenditure,,,,1.00,2501.06.800.05.00.0000.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,06,00,0000,महिला किसान सशक्तीकरण परियोजना हेतु टॉपअप की व्यवस्था,,,42,Other Expenditure,,,,1.00,2501.06.800.06.00.0000.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,07,00,0000,स्टार्टअप विलेज एन्टरप्रोन्योरशिप प्रोग्राम हेतु टॉपअप की व्यवस्था,,,42,Other Expenditure,,,,1.00,2501.06.800.07.00.0000.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,08,00,0000,रूरल सेल्फ इमलॉयमेंट ट्रेनिंग इंस्‍टीट्यूट (आरसेटी) हेतु टॉपअप की व्यवस्था,,,42,Other Expenditure,,,,1.00,2501.06.800.08.00.0000.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,09,00,0000,मुख्यमंत्री महिला उद्यमी विपणन योजना,,,42,Other Expenditure,,,,10000.00,2501.06.800.09.00.0000.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,10,00,0000,उत्तर प्रदेश महिला उद्यमी क्रे डिट कार्ड योजना,,,42,Other Expenditure,,,,15104.00,2501.06.800.10.00.0000.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,89,00,8901,के न्द्र प्रायोजित योजनाओं का संगत राज्यांश,,स्वर्ण जयन्ती ग्राम स्वरोजगार योजना (जिला योजना),42,Other Expenditure,68212.26,,,,2501.06.800.89.00.8901.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,अन्य व्यय,false,discontinued,No BE 2026-27 amount in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2501,Special Programmes for Rural Development,06,स्वरोजगार कार्यक्रम,800,Other Expenditure,89,00,8907,के न्द्र प्रायोजित योजनाओं का संगत राज्यांश,,नेशनल रूरल इकनॉमिक ट्रान्‍सफार्मेशन प्रोजेक्‍ट (एन 0 आर 0 ई 0 टी0 पी0),27,Subsidy,2587.40,,,,2501.06.800.89.00.8907.27,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,9,false,ग्राम विकास के लिये विशेष कार्यक्रम,स्वरोजगार कार्यक्रम,अन्य व्यय,सब्सिडी,false,discontinued,No BE 2026-27 amount in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2505,Rural Employment,02,Environmental Forestry and Wild Life,101,Pensions and Other Retirement Benefits,01,00,0101,के न्द्र प्रायोजित योजनायें,,विकसित भारत-रोजगार गारण्टी एवं आजीविका मिशन (ग्रामीण) (वीबी-जी राम,42,Other Expenditure,,,,1.00,2505.02.101.01.00.0101.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,ग्राम रोजगार,ग्राम रोजगार गारण्टी योजना,राष्ट्रीय ग्राम रोजगार गारण्टी योजना,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,01,Salaries,1003.04,2000.00,1600.00,2200.00,2515.00.001.03.00.0000.01,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,वेतन,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,03,Dearness Allowance,518.09,1200.00,960.00,1430.00,2515.00.001.03.00.0000.03,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,मंहगाई भत्ता,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,04,Travel Expenses,2.94,7.00,7.00,7.00,2515.00.001.03.00.0000.04,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,यात्रा व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,05,Transfer Travel Expenses,0.70,4.00,4.00,6.00,2515.00.001.03.00.0000.05,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,स्थानान्तरण यात्रा व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,06,Other Allowances,0.36,0.78,0.62,0.78,2515.00.001.03.00.0000.06,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,अन्य भत्ते,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,07,Honorarium,0.28,1.00,1.00,1.00,2515.00.001.03.00.0000.07,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,मानदेय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,08,Office Expenses,29.74,30.00,30.00,30.00,2515.00.001.03.00.0000.08,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,कार्यालय व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,09,Electricity Charges,3589.00,1875.00,1875.00,3433.00,2515.00.001.03.00.0000.09,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,विद्युत देय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,11,Stationery and Printing of Forms,11.49,10.00,10.00,10.00,2515.00.001.03.00.0000.11,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,लेखन सामग्री और फार्मों की छपाई,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,12,Office Furniture and Equipment,0.88,1.00,1.00,1.00,2515.00.001.03.00.0000.12,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,कार्यालय फर्नीचर एवं उपकरण,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,13,Telephone Expenses,3.00,3.00,3.00,4.00,2515.00.001.03.00.0000.13,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,टेलीफोन पर व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,15,Maintenance of Vehicles and Purchase of Petrol etc.,74.99,75.00,75.00,75.00,2515.00.001.03.00.0000.15,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,गाड़ियों का अनुरक्षण और पेट्रोल आदि की खरीद,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,16,Payment for Professional and Special Services,2.21,3.50,3.50,10.00,2515.00.001.03.00.0000.16,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,व्यावसायिक तथा विशेष सेवाओं के लिए भुगतान,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,18,Publication,0.89,1.00,1.00,1.00,2515.00.001.03.00.0000.18,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,प्रकाशन,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,19,"Advertisement, Sales and Publicity Expenses",,0.10,0.10,0.01,2515.00.001.03.00.0000.19,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,"विज्ञापन, बिक्री और विख्यापन व्यय",false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,29,Maintenance,4.99,5.00,4.00,5.00,2515.00.001.03.00.0000.29,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,अनुरक्षण,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,42,Other Expenditure,,,,15.00,2515.00.001.03.00.0000.42,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,10,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,अन्य व्यय,false,new,BE 2026-27 amount present with no prior-year amounts in source row
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,44,Travel and Other Incidental Expenses for Training,,1.00,1.00,1.00,2515.00.001.03.00.0000.44,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,11,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,प्रशिक्षण हेतु यात्रा एवं अन्य प्रासंगिक व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,45,Leave Travel Expenses,,1.00,1.00,5.00,2515.00.001.03.00.0000.45,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,11,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,अवकाश यात्रा व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,46,Purchase of Computer Hardware / Software,5.00,5.00,5.00,5.00,2515.00.001.03.00.0000.46,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,11,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,कम्प्यूटर हार्डवेयर/साफ्टवेयर का क्रय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,47,Computer Maintenance / Related Stationery,0.89,2.00,2.00,2.00,2515.00.001.03.00.0000.47,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,11,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,कम्प्यूटर अनुरक्षण/तत्सम्बन्धी स्टेशनरी का क्रय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,49,Medical Expenses,59.99,50.00,50.00,90.00,2515.00.001.03.00.0000.49,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,11,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,चिकित्सा व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,51,Uniform Expenses,0.75,2.00,2.00,1.00,2515.00.001.03.00.0000.51,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,11,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,वर्दी व्यय,false,,
Revenue,Agriculture & Allied Dept (Rural Development),013,2515,Other Rural Development Programmes,00,,001,Direction and Administration,03,00,0000,विकास आयुक्त(मुख्यालय),,,55,House Rent Allowance,79.39,155.00,124.00,155.00,2515.00.001.03.00.0000.55,2026-27,Uttar Pradesh/Grants/013 Agriculture & Allied Dept (Rural Development).pdf,11,false,अन्य ग्राम विकास कार्यक्रम,,निदेशन तथा प्रशासन,मकान किराया भत्ता,false,,
